datetime,symbol,open,high,low,close,volume
2017-08-02 09:00:00,IDX:TLKM,4840.0,4840.0,4780.0,4800.0,76646000.0
2017-08-03 09:00:00,IDX:TLKM,4760.0,4790.0,4670.0,4700.0,57453500.0
2017-08-04 09:00:00,IDX:TLKM,4700.0,4710.0,4660.0,4670.0,53596700.0
2017-08-07 09:00:00,IDX:TLKM,4670.0,4730.0,4660.0,4670.0,50259300.0
2017-08-08 09:00:00,IDX:TLKM,4650.0,4690.0,4650.0,4690.0,55006100.0
2017-08-09 09:00:00,IDX:TLKM,4670.0,4720.0,4670.0,4710.0,67040700.0
2017-08-10 09:00:00,IDX:TLKM,4720.0,4730.0,4700.0,4710.0,36139000.0
2017-08-11 09:00:00,IDX:TLKM,4690.0,4700.0,4660.0,4680.0,61681900.0
2017-08-14 09:00:00,IDX:TLKM,4720.0,4730.0,4700.0,4710.0,45942500.0
2017-08-15 09:00:00,IDX:TLKM,4750.0,4750.0,4710.0,4730.0,62541500.0
2017-08-16 09:00:00,IDX:TLKM,4750.0,4780.0,4730.0,4770.0,72564900.0
2017-08-18 09:00:00,IDX:TLKM,4770.0,4820.0,4770.0,4780.0,72171800.0
2017-08-21 09:00:00,IDX:TLKM,4800.0,4800.0,4730.0,4770.0,36963300.0
2017-08-22 09:00:00,IDX:TLKM,4800.0,4810.0,4770.0,4790.0,45279100.0
2017-08-23 09:00:00,IDX:TLKM,4800.0,4810.0,4750.0,4800.0,55475800.0
2017-08-24 09:00:00,IDX:TLKM,4800.0,4800.0,4760.0,4780.0,59747100.0
2017-08-25 09:00:00,IDX:TLKM,4800.0,4810.0,4770.0,4770.0,34666200.0
2017-08-28 09:00:00,IDX:TLKM,4740.0,4770.0,4720.0,4750.0,42681600.0
2017-08-29 09:00:00,IDX:TLKM,4740.0,4760.0,4710.0,4730.0,66770700.0
2017-08-30 09:00:00,IDX:TLKM,4720.0,4760.0,4720.0,4740.0,41010800.0
2017-08-31 09:00:00,IDX:TLKM,4740.0,4750.0,4690.0,4690.0,60803000.0
2017-09-04 09:00:00,IDX:TLKM,4710.0,4710.0,4660.0,4680.0,74663400.0
2017-09-05 09:00:00,IDX:TLKM,4670.0,4680.0,4620.0,4650.0,71280300.0
2017-09-06 09:00:00,IDX:TLKM,4650.0,4730.0,4650.0,4710.0,60257800.0
2017-09-07 09:00:00,IDX:TLKM,4700.0,4730.0,4690.0,4700.0,47238900.0
2017-09-08 09:00:00,IDX:TLKM,4670.0,4720.0,4670.0,4720.0,40939600.0
2017-09-11 09:00:00,IDX:TLKM,4710.0,4720.0,4700.0,4710.0,45419200.0
2017-09-12 09:00:00,IDX:TLKM,4720.0,4730.0,4700.0,4720.0,68810000.0
2017-09-13 09:00:00,IDX:TLKM,4650.0,4730.0,4650.0,4690.0,55115400.0
2017-09-14 09:00:00,IDX:TLKM,4690.0,4700.0,4660.0,4670.0,53421400.0
2017-09-15 09:00:00,IDX:TLKM,4650.0,4700.0,4650.0,4690.0,112759200.0
2017-09-18 09:00:00,IDX:TLKM,4680.0,4720.0,4660.0,4710.0,61345400.0
2017-09-19 09:00:00,IDX:TLKM,4690.0,4720.0,4680.0,4710.0,54676900.0
2017-09-20 09:00:00,IDX:TLKM,4690.0,4710.0,4680.0,4690.0,58141200.0
2017-09-22 09:00:00,IDX:TLKM,4690.0,4690.0,4610.0,4640.0,100046700.0
