datetime,symbol,open,high,low,close,volume
2017-08-02 09:00:00,IDX:BMRI,3375.0,3375.0,3312.5,3318.75,65299600.0
2017-08-03 09:00:00,IDX:BMRI,3300.0,3325.0,3275.0,3281.25,75375200.0
2017-08-04 09:00:00,IDX:BMRI,3262.5,3331.25,3262.5,3268.75,62769600.0
2017-08-07 09:00:00,IDX:BMRI,3262.5,3306.25,3262.5,3293.75,71766800.0
2017-08-08 09:00:00,IDX:BMRI,3293.75,3356.25,3287.5,3356.25,58065600.0
2017-08-09 09:00:00,IDX:BMRI,3362.5,3375.0,3312.5,3350.0,49458800.0
2017-08-10 09:00:00,IDX:BMRI,3375.0,3375.0,3318.75,3331.25,41486400.0
2017-08-11 09:00:00,IDX:BMRI,3312.5,3325.0,3287.5,3300.0,111049200.0
2017-08-14 09:00:00,IDX:BMRI,3300.0,3325.0,3300.0,3312.5,77951600.0
2017-08-15 09:00:00,IDX:BMRI,3331.25,3331.25,3318.75,3325.0,47208800.0
2017-08-16 09:00:00,IDX:BMRI,3331.25,3331.25,3312.5,3331.25,40337200.0
2017-08-18 09:00:00,IDX:BMRI,3300.0,3300.0,3268.75,3275.0,143414400.0
2017-08-21 09:00:00,IDX:BMRI,3262.5,3312.5,3262.5,3300.0,56732800.0
2017-08-22 09:00:00,IDX:BMRI,3325.0,3325.0,3312.5,3312.5,37080400.0
2017-08-23 09:00:00,IDX:BMRI,3337.5,3343.75,3300.0,3318.75,46171200.0
2017-08-24 09:00:00,IDX:BMRI,3325.0,3325.0,3300.0,3300.0,84711600.0
2017-08-25 09:00:00,IDX:BMRI,3337.5,3337.5,3293.75,3293.75,45026400.0
2017-08-28 09:00:00,IDX:BMRI,3312.5,3318.75,3300.0,3306.25,15407600.0
2017-08-29 09:00:00,IDX:BMRI,3293.75,3306.25,3275.0,3275.0,83386400.0
2017-08-30 09:00:00,IDX:BMRI,3275.0,3293.75,3268.75,3275.0,48228400.0
2017-08-31 09:00:00,IDX:BMRI,3268.75,3293.75,3268.75,3275.0,69100800.0
2017-09-04 09:00:00,IDX:BMRI,3262.5,3281.25,3243.75,3262.5,69268400.0
2017-09-05 09:00:00,IDX:BMRI,3250.0,3268.75,3218.75,3268.75,53423200.0
2017-09-06 09:00:00,IDX:BMRI,3225.0,3256.25,3200.0,3237.5,126368400.0
2017-09-07 09:00:00,IDX:BMRI,3262.5,3262.5,3225.0,3256.25,45544400.0
2017-09-08 09:00:00,IDX:BMRI,3268.75,3331.25,3250.0,3318.75,92788000.0
2017-09-11 09:00:00,IDX:BMRI,3318.75,3325.0,3300.0,3300.0,51046400.0
2017-09-12 09:00:00,IDX:BMRI,3325.0,3331.25,3293.75,3300.0,51482000.0
2017-09-13 09:00:00,IDX:BMRI,3350.0,3350.0,3275.0,3287.5,22269800.0
2017-09-14 09:00:00,IDX:BMRI,3312.5,3325.0,3275.0,3275.0,32387000.0
2017-09-15 09:00:00,IDX:BMRI,3275.0,3337.5,3262.5,3312.5,96577000.0
2017-09-18 09:00:00,IDX:BMRI,3275.0,3312.5,3250.0,3287.5,31203000.0
2017-09-19 09:00:00,IDX:BMRI,3300.0,3312.5,3262.5,3300.0,65627600.0
2017-09-20 09:00:00,IDX:BMRI,3287.5,3312.5,3275.0,3300.0,152308200.0
2017-09-22 09:00:00,IDX:BMRI,3300.0,3325.0,3275.0,3300.0,88331600.0
