,published_date,title,publisher,kode_emitten
90,2021-08-09,"Jadi Pesaing SMGR-INTP dkk, Semen Merah Putih IPO Rp 2,2 T",CNBC Indonesia,SMGR
91,2021-09-09,Sederet Strategi SMGR TIngkatkan Strategi Penjualan,CNBC Indonesia,SMGR
92,2021-09-09,Sederet Langkah Mitigasi SMGR Atasi Kelebihan Pasokan Semen,CNBC Indonesia,SMGR
93,2021-09-09,Strategi Semen Indonesia (SMGR) menghadapi tantangan di industri semen,Kontan,SMGR
94,2021-09-09,Semen Indonesia (SMGR) Targetkan Kinerja Tumbuh di Atas Industri,Bisnis,SMGR
95,2021-09-25,SMGR Terpilih Sebagai Outstanding Company 2021 Dari Asiamoney,CNBC Indonesia,SMGR
96,2021-10-03,Semen Indonesia (SMGR) memiliki teknik pertambangan dengan predikat terbaik,Kontan,SMGR
97,2021-10-16,KAI dan Semen Indonesia Group Luncurkan KA Angkutan Semen,Bisnis,SMGR
98,2021-10-18,PT KAI dan Semen Indonesia (SMGR) meluncurkan KA barang angkutan semen,Kontan,SMGR
99,2021-10-29,"Intip Kinerja SMGR di Bawah Hendi Prio Santoso, CEO Baru MIND ID",Bisnis,SMGR
100,2021-10-29,"Hendi ke MIND ID, Siapa Dirut Semen Indonesia Berikutnya?",CNBC Indonesia,SMGR
101,2021-11-01,"Jualan Semen Loyo, Laba Semen Indonesia Q3 Drop Jadi Rp 1,4 T",CNBC Indonesia,SMGR
102,2021-11-01,"Jadi Bos MIND ID, Hendi Prio Resign dari Semen Indonesia",CNBC Indonesia,SMGR
103,2021-11-01,"Diangkat jadi Dirut MIND ID, Hendi Prio Santoso undur diri dari Semen Indonesia",Kontan,SMGR
104,2021-11-03,"Saham SMGR Naik 500 Poin, Cek Rekomendasi Sahamnya",Bisnis,SMGR
105,2021-11-05,Grup SMGR: Mitra Kiara Indonesia Siap Luncurkan 12 Produk Mortar pada 2022,Bisnis,SMGR
106,2021-11-05,Entitas SMGR: Mitra Kiara Indonesia Gencar Inovasi Produk Jelang HUT ke-3,Bisnis,SMGR
107,2021-11-10,Shipper Optimalkan Pengelolaan 85 Gudang Semen Indonesia,Bisnis,SMGR
108,2021-12-21,Sah! Erick Tunjuk Donny Arsal Jadi Dirut Semen Indonesia,CNBC Indonesia,SMGR
109,2021-12-21,"Profil Donny Arsal, Dirkeu Jasa Marga yang Jadi Bos Semen Indonesia",Bisnis,SMGR
110,2021-12-23,"Cek! Ini 7 Emiten yang Masuk Microsite ESG dari BEI, Ada AKRA, SMGR, UNVR",Bisnis,SMGR
111,2022-01-04,"Komitmen ESG, 8 Pabrik Semen Indonesia (SMGR) Raih Proper Hijau 2021",Bisnis,SMGR
112,2022-01-24,"Indeks IDX Basic Materials Tertekan, Saham SMGR dan INKP Bisa Jadi Pilihan",Bisnis,SMGR
113,2022-02-17,Cerita Petani Rembang di Dekat Pabrik Semen Indonesia (SMGR),Bisnis,SMGR
114,2022-02-26,Kisah UD Cangkir Produsen Kopi Binaan Semen Indonesia,Bisnis,SMGR
115,2022-02-28,Produsen Dynamix (SMCB) & Semen Indonesia (SMGR) Pamer Teknologi Pengolahan Limbah ke Pemerintah Jepang,Bisnis,SMGR
116,2022-03-01,"Semen Indonesia (SMGR) Mau Relokasi Pabrik di Vietnam, Begini Prosesnya",Bisnis,SMGR
117,2022-03-01,Volume Penjualan Semen Indonesia (SMGR) Naik Tipis pada Tahun Lalu,Kontan,SMGR
118,2022-03-01,"Digempur Semen Murah, Kinerja Semen Indonesia (SMGR) Tergerus",CNBC Indonesia,SMGR
119,2022-03-02,"Laba Bersih Ambrol, Begini Penjelasan Semen Indonesia (SMGR)",Bisnis,SMGR
120,2022-03-02,"Volume Penjualan Semen Indonesia (SMGR) Naik 1,6% Sepanjang Tahun 2021",Kontan,SMGR
121,2022-03-31,"RUPST Semen Indonesia (SMGR) Tetapkan Dividen Rp1,02 Triliun",Bisnis,SMGR
122,2022-04-04,Simak Jadwal Pembagian Dividen Semen Indonesia (SMGR),Kontan,SMGR
123,2022-04-06,Historia Bisnis : Grup Rajawali Tawarkan Saham Semen Gresik (SMGR) ke Pemerintah,Bisnis,SMGR
124,2022-04-07,"Semen Indonesia (SMGR) Bagikan Dividen Rp 172,64 per Saham, Ini Yield dan Jadwalnya",Kontan,SMGR
125,2022-04-08,Semen Indonesia (SMGR) dan Dirjen PUPR Kembangkan Semen Non-OPC,Bisnis,SMGR
126,2022-04-21,Obligasi Semen Indonesia Raih Peringkat idAA+ dari Pefindo,Kontan,SMGR
127,2022-05-31,Historia Bisnis: Spin-Off Semen Padang dan Jalan Panjang Holding SMGR,Bisnis,SMGR
128,2022-06-08,Rights Issue dan Rencana Semen Indonesia (SMGR) untuk Semen Baturaja (SMBR),Bisnis,SMGR
129,2022-06-09,Jalan Masuk Semen Baturaja (SMBR) Bergabung ke Semen Indonesia Group (SMGR),Bisnis,SMGR
130,2022-06-09,Begini Proses Semen Baturaja Masuk Holding Semen Indonesia,CNBC Indonesia,SMGR
131,2022-06-30,SMGR Minta Restu DPR Mau Caplok Semen Baturaja,CNBC Indonesia,SMGR
132,2022-08-07,Grup Semen Indonesia SMGR Distribusikan 1.668 Ton Mortar untuk BUMN Center,Bisnis,SMGR
133,2022-09-05,"Laba Bersih Semen Indonesia Naik Tipis 4,4% Jadi Rp 829 M",CNBC Indonesia,SMGR
134,2022-09-06,"Pendapatan Turun, Ini Penyebab Laba Semen Indonesia (SMGR) Bisa Naik",Bisnis,SMGR
135,2022-09-13,Begini Rencana Besar Semen Indonesia Caplok Semen Baturaja,CNBC Indonesia,SMGR
136,2022-09-13,Sebentar Lagi Semen Baturaja Gabung ke Semen Indonesia,CNBC Indonesia,SMGR
137,2022-09-14,Sah! DPR Setujui Semen Indonesia Caplok Semen Baturaja,CNBC Indonesia,SMGR
138,2022-09-14,Begini Kelanjutan Rencana Akuisisi Semen Baturaja (SMBR) Oleh Semen Indonesia (SMGR),Kontan,SMGR
139,2022-09-16,Begini Penjelasan Semen Indonesia Caplok Semen Baturaja,CNBC Indonesia,SMGR
140,2022-09-16,Semen Indonesia (SMGR): Akuisisi Semen Baturaja akan Terealisasi Akhir 2022,Kontan,SMGR
141,2022-09-16,"Harga Batubara Tak Terbendung, Semen Indonesia (SMGR) Cari Alternatif Bahan Baku",Kontan,SMGR
142,2022-09-16,Strategi Semen Indonesia (SMGR) Siasati Panasnya Harga Batu Bara,Bisnis,SMGR
143,2022-09-22,"Cukupi Kebutuhan di IKN, Semen Indonesia (SMGR) Punya Prospek Cerah",Kontan,SMGR
144,2022-09-26,"Semen Indonesia Bakal Genggam 75,51% Saham Semen Baturaja",CNBC Indonesia,SMGR
145,2022-10-01,Grup SMGR Semen Solusi Bangun Indonesia (SMCB) Kembangkan Sampah Gantikan Batu Bara,Bisnis,SMGR
146,2022-10-01,Semen Indonesia (SMGR) Terapkan Strategi Tambang Berkelanjutan,Bisnis,SMGR
147,2022-10-07,"SMBR Diakuisisi, Saham Semen Indonesia (SMGR) Kian Seksi",Bisnis,SMGR
148,2022-10-11,"Usai SMGR Caplok SMBR, Ini Yang Akan Terjadi",CNBC Indonesia,SMGR
149,2022-10-11,Semen Indonesia (SMGR) Tuntaskan Akuisisi Semen Baturaja (SMBR) Desember 2022,Bisnis,SMGR
150,2022-11-02,"Semen Indonesia (SMGR) Terbitkan Obligasi Rp1 Triliun, Cek Kuponnya",Bisnis,SMGR
151,2022-11-02,"Laba Semen Indonesia Naik 18,9%, Ini 5 Top Sales-nya",CNBC Indonesia,SMGR
152,2022-11-02,"Penyebab Laba Semen Indonesia (SMGR) Naik Jadi Rp1,65 Triliun saat Pendapatan Turun",Bisnis,SMGR
153,2022-11-05,"Efek Naiknya Harga Jual dan Batubara, Ini Rekomendasi Saham Semen Indonesia (SMGR)",Kontan,SMGR
154,2022-11-17,"Semen Indonesia (SMGR) Perketat Beban Karyawan, Sinyal Apakah Ini?",Bisnis,SMGR
155,2022-11-29,"Semen Indonesia Pemimpin Pasar, Tapi Pangsa Pasar kok Turun?",CNBC Indonesia,SMGR
156,2022-11-30,"Kuasai Pasar Semen, Bos BUMN Semen Indonesia (SMGR) Beberkan Target 2023",Bisnis,SMGR
157,2022-12-01,Strategi Semen Indonesia (SMGR) Sambut Kebangkitan Sektor Konstruksi 2023,Bisnis,SMGR
158,2022-12-03,Semen Indonesia (SMGR) Siapkan Road Map Dekarbonisasi hingga 2030,Bisnis,SMGR
159,2022-12-06,"Harga Rights Issue Rp 6.600, Saham Semen Indonesia (SMGR) Terjun 5,52%",Kontan,SMGR
160,2022-12-06,Begini Prospek dan Rekomendasi Saham SMGR yang Akan Menggelar Rights Issue,Kontan,SMGR
161,2022-12-06,"Mau Rights Issue, Tapi Kok Saham SMGR Ambles?",CNBC Indonesia,SMGR
162,2022-12-06,Semen Indonesia (SMGR) Menetapkan Harga Pelaksanaan Rights Issue Rp 6.600,Kontan,SMGR
163,2022-12-06,"Semen Indonesia (SMGR) Rights Issue Rp6.600 per Saham, Potensi Dana Rp5,58 Triliun",Bisnis,SMGR
164,2022-12-07,"Harga Rights Issue Semen Indonesia Rp 6.600 per Saham, Tebus?",CNBC Indonesia,SMGR
165,2022-12-15,Semen Indonesia (SMGR) Ingin Jaga Utilisasi di Level 75% pada Tahun 2023,Kontan,SMGR
166,2022-12-16,"Semen Baturaja Masuk Holding, Ini Efeknya ke SMGR",CNBC Indonesia,SMGR
167,2022-12-19,"Pemerintah Alihkan 75,51% Saham Semen Batu Baturaja ke Semen Indonesia (SMGR)",Kontan,SMGR
168,2022-12-20,"Pemerintah Resmi Inbreng Saham SMBR ke SMGR Senilai Rp 2,84 triliun",Kontan,SMGR
169,2022-12-20,"Semen Indonesia (SMGR) Akuisisi SMBR, Bisa Efisiensi Rp1,6 Triliun",Bisnis,SMGR
170,2022-12-21,"Semen Indonesia Peroleh Pinjaman Hijau Rp 6 T, Buat Apa Nih?",CNBC Indonesia,SMGR
171,2022-12-30,"96,9% Investor Tebus Rights Issue Semen Indonesia, Menarik?",CNBC Indonesia,SMGR
172,2022-12-31,"Semen Indonesia Resmi Akuisisi 83,52% Saham Solusi Bangun Indonesia",Kontan,SMGR
173,2023-01-01,"Rogoh Rp 10,99 T, Semen Indonesia Caplok Perusahaan Ini",CNBC Indonesia,SMGR
174,2023-01-01,"Akuisisi 83,52 persen Saham SMCB, Semen Indonesia (SMGR) Rogoh Rp11 Triliun",Bisnis,SMGR
175,2023-01-02,"Sepanjang 2022, Semen Indonesia (SMGR) Fokus Kembangkan Bisnis Berkelanjutan",Bisnis,SMGR
176,2023-01-09,"Bos Semen Indonesia (SMGR) Borong Saham, Bakal Naik Nih?",CNBC Indonesia,SMGR
177,2023-01-11,"Rampungkan Holding Semen BUMN 10 Tahun, SMGR Mau Jadi Pemain Kelas Dunia",Bisnis,SMGR
178,2023-01-17,"Dapat Duit Rp5,3 T, Setengah Dipakai Semen Indonesia Buat Ini",CNBC Indonesia,SMGR
179,2023-02-07,Semen Indonesia (SMGR) Terima Apresiasi ASEAN Corporate Governance Scorecard dari BEI,Kontan,SMGR
180,2023-02-17,Strategi Semen Indonesia (SMGR) Memperkuat Dominasi Industri Semen Nasional,Kontan,SMGR
181,2023-02-24,Semen Indonesia (SMGR) Tingkatkan Inovasi untuk Memudahkan Aktivitas Konstruksi,Kontan,SMGR
182,2023-03-07,"Emiten Semen Didukung Pembangunan IKN, Simak Rekomendasi Saham SMGR dan INTP",Kontan,SMGR
183,2023-03-07,"Volume Penjualan Semen Indonesia Diyakini Bertumbuh, Cek Rekomendasi Saham SMGR",Kontan,SMGR
184,2023-03-13,"Semen Indonesia (SMGR) Raih Pendapatan Rp 36,38 Triliun pada Akhir 2022",Kontan,SMGR
185,2023-03-14,Simak Strategi Semen Indonesia (SMGR) Menjaga Performa Bisnis pada 2023,Kontan,SMGR
186,2023-03-15,"Laba Semen Indonesia (SMGR) Naik 15,68% pada 2022, Simak Rekomendasi Analis",Kontan,SMGR
187,2023-03-15,"Laba Semen Indonesia (SMGR) Capai Rp 2,36 Triliun pada 2022, Ini Penjelasan Manajemen",Kontan,SMGR
188,2023-03-16,"Laba Bersih Semen Indonesia Tembus Rp 2,3 T, Ini Pendorongnya",CNBC Indonesia,SMGR
189,2023-03-21,Kode Keras JP Morgan di Saham Semen Indonesia SMGR,Bisnis,SMGR
190,2023-03-21,SMGR Sebut Pasar Semen di Indonesia Kelebihan Pasokan 60 Juta Ton,Bisnis,SMGR
191,2023-03-22,Semen Indonesia (SMGR) Incar Ekspor ke Amerika hingga Afrika Selatan,Bisnis,SMGR
192,2023-03-23,Prospek SMGR di Tengah Lubernya Pasokan Semen dan Persaingan Harga Jual,Bisnis,SMGR
193,2023-03-24,Melihat Keunggulan Teknik Surface Mining di Pabrik Semen Indonesia (SMGR),Kontan,SMGR
194,2023-03-27,Semen Indonesia (SMGR) Terapkan Tambang Berkelanjutan Lewat Cara Ini,Bisnis,SMGR
195,2023-03-30,"Laba Emiten Semen Masih Kokoh di 2022, Pilih Mana, INTP atau SMGR?",Kontan,SMGR
196,2023-04-09,"Simak Rekomendasi Saham Emiten Sektor Semen : INTP, SMGR, SMBR dan CMNT",Kontan,SMGR
197,2023-04-17,Semen Indonesia (SMGR) Angkat Stafsus Kemenkeu Yustinus Prastowo Jadi Komisaris,Kontan,SMGR
198,2023-04-17,"Semen Indonesia (SMGR) Bagikan Dividen Rp 1,65 Triliun",Kontan,SMGR
199,2023-04-17,"Semen Indonesia Bakal Tebar Dividen Rp 1,65 Triliun dan Rombak Susunan Komisaris",Kontan,SMGR
200,2023-04-17,"Hasil RUPS Semen Indonesia (SMGR), Dividen Rp1,65 Triliun",Bisnis,SMGR
201,2023-04-17,RUPS Semen Indonesia (SMGR) Rombak Direksi dan Komisaris,Bisnis,SMGR
202,2023-04-18,"Semen Indonesia Bagikan Dividen Tunai Rp 1,65 Triliun",CNBC Indonesia,SMGR
203,2023-04-18,Terpopuler Hari Ini: Hasil RUPST SMGR dan Kenaikan Pesat Saham CHIP usai IPO,Bisnis,SMGR
204,2023-04-18,Staf Khusus Kemenkeu Yustinus Prastowo Jadi Komisaris SMGR,CNBC Indonesia,SMGR
205,2023-04-18,"Hore! Semen Indonesia (SMGR) Bakal Tebar Dividen Hingga Rp 1,65 Triliun",Kontan,SMGR
206,2023-04-27,"Mundur dari ADHI, 'Tangan Kanan' Sri Mulyani Hijrah ke SMGR",CNBC Indonesia,SMGR
207,2023-05-03,"Laba Semen Indonesia (SMGR) Tumbuh 11,1% Menjadi Rp 562 Miliar per kuartal I-2023",Kontan,SMGR
208,2023-05-20,"Semen Gresik (SMGR) Reklamasi Bekas Tambang Hingga 8,5 Hektare",Bisnis,SMGR
209,2023-05-23,"Tingkatkan Pemakaian Bahan Bakar Ramah Lingkungan, Semen Indonesia (SMGR) Lakukan Ini",Kontan,SMGR
210,2023-05-24,"Penjualan Semen di April 2023 Melemah, Begini Rekomendasi Saham INTP dan SMGR",Kontan,SMGR
211,2023-05-31,Semen Indonesia (SMGR) Juara Sektor Material Konstruksi Bisnis Indonesia Award 2023,Bisnis,SMGR
212,2023-06-05,"Top, Kinerja Semen Indonesia Kinclong 3 Tahun Beruntun",CNBC Indonesia,SMGR
213,2023-06-10,"Dorong Inovasi Program CSR, Semen Indonesia (SMGR) Borong Banyak Penghargaan",Bisnis,SMGR
214,2023-06-12,"Cek Rekomendasi Saham BMRI, BBRI, BBNI, ANTM, SMGR, TLKM, dan JSMR dari Pilarmas",Kontan,SMGR
215,2023-06-15,Semen Indonesia (SMGR) Kenalkan Teknologi Deteksi Operator Mengantuk,Bisnis,SMGR
216,2023-06-20,Semen Indonesia Hingga Antam Masuk List Perusahaan Tak Berizin di Bidang Kehutanan,Kontan,SMGR
217,2023-06-22,"IHSG Tertekan, Cek Rekomendasi Saham CTRA, SMGR, ADMR, dan SRTG",Kontan,SMGR
218,2023-06-22,"Valuasi Murah & Kinerja Solid, Saham SMGR Bisa Jadi Pilihan",CNBC Indonesia,SMGR
219,2023-06-27,Semen Indonesia Bantah Tak Miliki Izin Usaha di Bidang Kehutanan,Bisnis,SMGR
220,2023-07-01,"Momen Idul Adha, Semen Indonesia (SIG) Salurkan 489 Hewan Kurban di 20 Provinsi",Kontan,SMGR
221,2023-07-09,"BBCA dan SMGR Terbesar, Ini Saham yang Banyak Dilego Asing Selama Sepekan",Kontan,SMGR
222,2023-07-12,"Kebutuhan Semen Meningkat, Intip Rekomendasi Saham Semen Indonesia (SMGR)",Kontan,SMGR
223,2023-07-12,"Punya Prospek Positif, Simak Rekomendasi Saham Semen Indonesia (SMGR)",Kontan,SMGR
224,2023-07-12,"Harga Batubara Makin Anjlok, SMGR-INTP Full Senyum!",CNBC Indonesia,SMGR
225,2023-07-13,Ini Rekomendasi Saham Semen Indonesia (SMGR) yang Diproyeksi Cetak Kenaikan Penjualan,Kontan,SMGR
226,2023-07-15,"BUMN Penyetor Dividen Terbesar ke Negara, Pelabuhan Indonesia, Inalum & SMGR Masuk 10 Besar",Bisnis,SMGR
