datetime,symbol,open,high,low,close,volume
2017-08-02 09:00:00,IDX:ANTM,680.0,690.0,680.0,685.0,32474400.0
2017-08-03 09:00:00,IDX:ANTM,690.0,700.0,680.0,680.0,25897800.0
2017-08-04 09:00:00,IDX:ANTM,680.0,685.0,650.0,660.0,61558600.0
2017-08-07 09:00:00,IDX:ANTM,660.0,660.0,645.0,650.0,33692700.0
2017-08-08 09:00:00,IDX:ANTM,650.0,675.0,650.0,670.0,27776800.0
2017-08-09 09:00:00,IDX:ANTM,680.0,700.0,680.0,695.0,50302900.0
2017-08-10 09:00:00,IDX:ANTM,700.0,710.0,685.0,700.0,50850900.0
2017-08-11 09:00:00,IDX:ANTM,700.0,705.0,685.0,690.0,12102600.0
2017-08-14 09:00:00,IDX:ANTM,695.0,695.0,685.0,685.0,7751500.0
2017-08-15 09:00:00,IDX:ANTM,690.0,690.0,675.0,680.0,12460000.0
2017-08-16 09:00:00,IDX:ANTM,680.0,685.0,670.0,680.0,10240400.0
2017-08-18 09:00:00,IDX:ANTM,680.0,695.0,670.0,685.0,18410200.0
2017-08-21 09:00:00,IDX:ANTM,690.0,720.0,690.0,715.0,102629300.0
2017-08-22 09:00:00,IDX:ANTM,720.0,735.0,715.0,725.0,182949100.0
2017-08-23 09:00:00,IDX:ANTM,730.0,730.0,705.0,720.0,42780700.0
2017-08-24 09:00:00,IDX:ANTM,725.0,755.0,725.0,740.0,177441400.0
2017-08-25 09:00:00,IDX:ANTM,740.0,740.0,720.0,720.0,34707600.0
2017-08-28 09:00:00,IDX:ANTM,715.0,725.0,710.0,715.0,36112300.0
2017-08-29 09:00:00,IDX:ANTM,725.0,745.0,715.0,730.0,122694300.0
2017-08-30 09:00:00,IDX:ANTM,735.0,765.0,735.0,755.0,224928900.0
2017-08-31 09:00:00,IDX:ANTM,760.0,760.0,735.0,740.0,81253900.0
2017-09-04 09:00:00,IDX:ANTM,740.0,755.0,705.0,710.0,107837600.0
2017-09-05 09:00:00,IDX:ANTM,710.0,720.0,690.0,710.0,69302100.0
2017-09-06 09:00:00,IDX:ANTM,710.0,720.0,700.0,705.0,23984600.0
2017-09-07 09:00:00,IDX:ANTM,715.0,715.0,695.0,695.0,30548300.0
2017-09-08 09:00:00,IDX:ANTM,700.0,715.0,695.0,700.0,31039600.0
2017-09-11 09:00:00,IDX:ANTM,695.0,700.0,685.0,690.0,30436400.0
2017-09-12 09:00:00,IDX:ANTM,695.0,695.0,675.0,680.0,25738800.0
2017-09-13 09:00:00,IDX:ANTM,680.0,685.0,660.0,670.0,37638600.0
2017-09-14 09:00:00,IDX:ANTM,670.0,685.0,665.0,680.0,36698200.0
2017-09-15 09:00:00,IDX:ANTM,690.0,695.0,680.0,680.0,22670800.0
2017-09-18 09:00:00,IDX:ANTM,685.0,690.0,670.0,680.0,13545400.0
2017-09-19 09:00:00,IDX:ANTM,680.0,685.0,670.0,675.0,19730200.0
2017-09-20 09:00:00,IDX:ANTM,675.0,700.0,675.0,680.0,41602000.0
2017-09-22 09:00:00,IDX:ANTM,675.0,680.0,670.0,675.0,12778300.0
2017-09-25 09:00:00,IDX:ANTM,680.0,680.0,645.0,650.0,78522200.0
2017-09-26 09:00:00,IDX:ANTM,655.0,665.0,640.0,645.0,29735000.0
2017-09-27 09:00:00,IDX:ANTM,645.0,650.0,625.0,625.0,18345200.0
2017-09-28 09:00:00,IDX:ANTM,625.0,640.0,620.0,630.0,14424300.0
2017-09-29 09:00:00,IDX:ANTM,635.0,660.0,625.0,640.0,24072600.0
2017-10-02 09:00:00,IDX:ANTM,640.0,650.0,635.0,640.0,16530400.0
2017-10-03 09:00:00,IDX:ANTM,650.0,655.0,635.0,645.0,17013200.0
2017-10-04 09:00:00,IDX:ANTM,655.0,665.0,650.0,650.0,24907700.0
2017-10-05 09:00:00,IDX:ANTM,650.0,660.0,645.0,645.0,8762500.0
2017-10-06 09:00:00,IDX:ANTM,645.0,655.0,645.0,650.0,5793900.0
2017-10-09 09:00:00,IDX:ANTM,650.0,660.0,645.0,650.0,12896700.0
2017-10-10 09:00:00,IDX:ANTM,655.0,665.0,655.0,660.0,18229500.0
2017-10-11 09:00:00,IDX:ANTM,660.0,665.0,640.0,640.0,10587800.0
2017-10-12 09:00:00,IDX:ANTM,645.0,655.0,640.0,650.0,12507300.0
2017-10-13 09:00:00,IDX:ANTM,650.0,660.0,645.0,645.0,11977700.0
2017-10-16 09:00:00,IDX:ANTM,655.0,675.0,650.0,655.0,35225800.0
2017-10-17 09:00:00,IDX:ANTM,660.0,660.0,650.0,650.0,6222200.0
2017-10-18 09:00:00,IDX:ANTM,650.0,665.0,645.0,655.0,25437000.0
2017-10-19 09:00:00,IDX:ANTM,660.0,665.0,650.0,660.0,14121600.0
2017-10-20 09:00:00,IDX:ANTM,660.0,670.0,650.0,660.0,13645500.0
2017-10-23 09:00:00,IDX:ANTM,660.0,665.0,645.0,645.0,12261700.0
2017-10-24 09:00:00,IDX:ANTM,645.0,655.0,645.0,645.0,7100400.0
2017-10-25 09:00:00,IDX:ANTM,650.0,655.0,640.0,645.0,26980900.0
2017-10-26 09:00:00,IDX:ANTM,650.0,660.0,645.0,655.0,24938000.0
2017-10-27 09:00:00,IDX:ANTM,655.0,660.0,645.0,645.0,23814100.0
2017-10-30 09:00:00,IDX:ANTM,650.0,655.0,645.0,645.0,21423800.0
2017-10-31 09:00:00,IDX:ANTM,650.0,655.0,640.0,645.0,20497400.0
2017-11-01 09:00:00,IDX:ANTM,655.0,720.0,655.0,710.0,187604600.0
2017-11-02 09:00:00,IDX:ANTM,720.0,720.0,665.0,670.0,256093000.0
2017-11-03 09:00:00,IDX:ANTM,670.0,675.0,660.0,670.0,22853300.0
2017-11-06 09:00:00,IDX:ANTM,670.0,675.0,660.0,670.0,28975500.0
2017-11-07 09:00:00,IDX:ANTM,675.0,705.0,665.0,695.0,103506100.0
2017-11-08 09:00:00,IDX:ANTM,700.0,710.0,685.0,705.0,63204500.0
2017-11-09 09:00:00,IDX:ANTM,715.0,725.0,695.0,710.0,103690000.0
2017-11-10 09:00:00,IDX:ANTM,705.0,715.0,700.0,705.0,38442300.0
2017-11-13 09:00:00,IDX:ANTM,705.0,705.0,680.0,685.0,83549000.0
2017-11-14 09:00:00,IDX:ANTM,695.0,700.0,675.0,680.0,42247300.0
2017-11-15 09:00:00,IDX:ANTM,675.0,680.0,655.0,660.0,45943200.0
2017-11-16 09:00:00,IDX:ANTM,660.0,670.0,655.0,660.0,25308500.0
2017-11-17 09:00:00,IDX:ANTM,660.0,680.0,660.0,660.0,34187200.0
2017-11-20 09:00:00,IDX:ANTM,665.0,670.0,660.0,665.0,14196200.0
2017-11-21 09:00:00,IDX:ANTM,665.0,670.0,660.0,665.0,10088000.0
2017-11-22 09:00:00,IDX:ANTM,665.0,670.0,655.0,660.0,20933300.0
2017-11-23 09:00:00,IDX:ANTM,665.0,670.0,660.0,660.0,6915400.0
2017-11-24 09:00:00,IDX:ANTM,660.0,665.0,650.0,660.0,14418800.0
2017-11-27 09:00:00,IDX:ANTM,660.0,665.0,655.0,655.0,12238700.0
2017-11-28 09:00:00,IDX:ANTM,655.0,660.0,645.0,650.0,23712100.0
2017-11-29 09:00:00,IDX:ANTM,650.0,685.0,650.0,665.0,28563000.0
2017-11-30 09:00:00,IDX:ANTM,665.0,675.0,655.0,665.0,12440800.0
2017-12-04 09:00:00,IDX:ANTM,655.0,665.0,650.0,650.0,12930500.0
