,published_date,title,publisher,kode_emitten
219,2020-05-27,BCA Resmi Ganti Nama Bank Royal Jadi Bank Digital BCA,CNBC Indonesia,BBCA
220,2020-05-28,"Peduli Masyarakat Terdampak Covid-19, Bank BCA Ikut Program KSBB",Bisnis,BBCA
221,2020-05-28,"Harga saham BBCA turun tipis (27/5), PER anjlok jauh dari Desember 2019",Kontan,BBCA
222,2020-05-28,Ini Alasan BCA Ganti Nama Bank Royal jadi Bank Digital BCA,CNBC Indonesia,BBCA
223,2020-05-28,"Royal Bank jadi Bank Digital BCA, Nama Rabobank jadi Apa?",CNBC Indonesia,BBCA
224,2020-05-28,"Bank Royal: dari Ciparay, Dibeli Djarum Jadi Bank Digital BCA",CNBC Indonesia,BBCA
225,2020-05-29,Kinerja Keuangan BCA Solid Dalam Merespons Ketidakpastian,CNBC Indonesia,BBCA
226,2020-06-06,"Komut BCA Lepas 800.000 Saham BBCA, Kantongi Rp 23 M",CNBC Indonesia,BBCA
227,2020-06-08,"Kartu Kredit Wajib PIN 1 Juli 2020, Ini Cara Aktivasi di Bank Mandiri dan BCA",Bisnis,BBCA
228,2020-06-08,"Suku Bunga Deposito: Bank Mandiri, BRI, dan BNI Tetap, BCA Pangkas Lagi",Bisnis,BBCA
229,2020-06-08,Presiden Komisaris Bank BCA Melego Saham BBCA Saat Harganya Rebound,Kontan,BBCA
230,2020-06-09,Akuisisi Perbankan: BCA Bakal Merger Rabobank dengan Anak Usaha,Bisnis,BBCA
231,2020-06-09,"Nilai Akuisisi Rabobank Melonjak, BCA Rogoh Rp 500 M",CNBC Indonesia,BBCA
232,2020-06-10,BCA & Bakti BCA Serahkan Donasi Rp1 Miliar,Bisnis,BBCA
233,2020-06-11,"IHSG Goyang! Saham Mandiri, BNI, BRI & BCA Terjun Bebas",CNBC Indonesia,BBCA
234,2020-06-11,Kisah BCA Pernah Dikuras Dananya Saat Krisis 1998,Bisnis,BBCA
235,2020-06-15,BCA Bakal Kembangkan Produk Pinjaman Online Lewat Bank Digital BCA,Bisnis,BBCA
236,2020-06-15,"Pandemi Covid-19 Belum Berakhir, Begini Strategi BCA",CNBC Indonesia,BBCA
237,2020-06-26,"Viral Video Nasabah Tak Bisa Cairkan Deposito BCA, Benarkah?",CNBC Indonesia,BBCA
238,2020-06-29,"Permintaan Kredit Lesu, Ini Strategi BCA Finance Tekan Biaya Operasional",Bisnis,BBCA
239,2020-07-06,BCA Kembali Raih Merek Paling Bernilai di Indonesia,Bisnis,BBCA
240,2020-07-10,"Direksi BCA kompak lepas saham, siapa saja?",Kontan,BBCA
241,2020-07-15,BCA Syariah buka kantor cabang di Makassar untuk jangkau wilayah Timur,Kontan,BBCA
242,2020-07-16,"BCA Punya Jurus Khusus Agar Kredit Bermasalah Tidak Melonjak, Apa Itu?",Bisnis,BBCA
