datetime,symbol,open,high,low,close,volume,SMA_5,EMA_5,SMA_10,EMA_10,SMA_20,EMA_20,SMA_50,EMA_50,RSI,MACD,MACD_SIGNAL,UPPERBAND,MIDDLEBAND,LOWERBAND,target_1,target_5,target_10,target_20,target_50
2018-07-12 ,IDX:BMRI,3150.0,3225.0,3150.0,3225.0,69482600.0,,,,,,,,,,,,,,,buy,hold,hold,buy,hold
2018-07-13 ,IDX:BMRI,3212.5,3325.0,3212.5,3300.0,71073600.0,,,,,,,,,,,,,,,hold,sell,hold,buy,hold
2018-07-16 ,IDX:BMRI,3275.0,3312.5,3187.5,3275.0,57879600.0,,,,,,,,,,,,,,,sell,hold,hold,hold,hold
2018-07-17 ,IDX:BMRI,3225.0,3237.5,3150.0,3162.5,84860000.0,,,,,,,,,,,,,,,hold,buy,hold,hold,hold
2018-07-18 ,IDX:BMRI,3162.5,3212.5,3150.0,3200.0,46293000.0,3232.5,3232.5,,,,,,,,,,,,,hold,hold,buy,hold,hold
2018-07-19 ,IDX:BMRI,3212.5,3262.5,3187.5,3187.5,69942000.0,3225.0,3217.5,,,,,,,,,,,,,hold,hold,buy,hold,hold
2018-07-20 ,IDX:BMRI,3212.5,3225.0,3137.5,3175.0,101994800.0,3200.0,3203.3333333333335,,,,,,,,,,,,,hold,buy,buy,hold,hold
2018-07-23 ,IDX:BMRI,3200.0,3287.5,3187.5,3200.0,80140200.0,3185.0,3202.222222222222,,,,,,,,,,,,,buy,buy,buy,hold,hold
2018-07-24 ,IDX:BMRI,3250.0,3262.5,3200.0,3262.5,38980400.0,3205.0,3222.314814814815,,,,,,,,,,,,,hold,hold,buy,hold,hold
2018-07-25 ,IDX:BMRI,3275.0,3275.0,3225.0,3237.5,62149400.0,3212.5,3227.3765432098767,3222.5,3222.5,,,,,,,,,,,hold,buy,buy,hold,hold
2018-07-26 ,IDX:BMRI,3250.0,3275.0,3237.5,3275.0,57947800.0,3230.0,3243.2510288065846,3227.5,3232.0454545454545,,,,,,,,,,,hold,buy,buy,hold,hold
2018-07-27 ,IDX:BMRI,3287.5,3287.5,3250.0,3287.5,35688800.0,3252.5,3258.0006858710562,3226.25,3242.128099173554,,,,,,,,,,,buy,buy,buy,hold,hold
2018-07-30 ,IDX:BMRI,3287.5,3362.5,3275.0,3362.5,54608200.0,3285.0,3292.8337905807043,3235.0,3264.013899323817,,,,,,,,,,,hold,buy,hold,hold,hold
2018-07-31 ,IDX:BMRI,3362.5,3362.5,3287.5,3325.0,66929400.0,3297.5,3303.5558603871364,3251.25,3275.102281264941,,,,,,,,,,,buy,buy,hold,hold,hold
2018-08-01 ,IDX:BMRI,3350.0,3500.0,3337.5,3500.0,110824000.0,3350.0,3369.037240258091,3281.25,3315.9927755804065,,,,,68.9655172413793,,,,,,hold,buy,hold,hold,hold
2018-08-02 ,IDX:BMRI,3500.0,3587.5,3462.5,3525.0,61392400.0,3400.0,3421.024826838727,3315.0,3353.9940891112415,,,,,70.076726342711,,,,,,buy,buy,hold,hold,hold
2018-08-03 ,IDX:BMRI,3500.0,3612.5,3500.0,3600.0,63550400.0,3462.5,3480.6832178924847,3357.5,3398.7224365455613,,,,,73.1793334508905,,,,,,hold,hold,sell,hold,hold
2018-08-06 ,IDX:BMRI,3612.5,3712.5,3600.0,3650.0,102478600.0,3520.0,3537.1221452616564,3402.5,3444.4092662645503,,,,,75.03755791493606,,,,,,hold,sell,sell,sell,hold
2018-08-07 ,IDX:BMRI,3650.0,3712.5,3600.0,3600.0,102967800.0,3575.0,3558.0814301744376,3436.25,3472.6984905800864,,,,,69.82753089487834,,,,,,buy,sell,hold,sell,hold
2018-08-08 ,IDX:BMRI,3612.5,3662.5,3550.0,3662.5,48967400.0,3607.5,3592.8876201162916,3478.75,3507.2078559291617,3350.625,3350.625,,,72.40659032227201,,,3684.4920206833854,3350.625,3016.7579793166146,hold,sell,sell,sell,sell
2018-08-09 ,IDX:BMRI,3600.0,3675.0,3600.0,3637.5,28914800.0,3630.0,3607.758413410861,3515.0,3530.897336669314,3371.25,3377.9464285714284,,,69.83519115421527,,,3722.0615591026044,3371.25,3020.4384408973956,hold,sell,hold,sell,sell
2018-08-10 ,IDX:BMRI,3662.5,3712.5,3650.0,3675.0,36267800.0,3645.0,3630.172275607241,3553.75,3557.097820911257,3390.0,3406.237244897959,,,71.4717886704621,,,3762.9611239794303,3390.0,3017.0388760205697,sell,sell,hold,sell,sell
