datetime,symbol,open,high,low,close,volume
2017-08-02 09:00:00,IDX:MEDC,508.57092,508.57092,497.14236,500.95188,23217097.0
2017-08-03 09:00:00,IDX:MEDC,502.85664,508.57092,497.14236,497.14236,7615657.0
2017-08-04 09:00:00,IDX:MEDC,497.14236,508.57092,497.14236,500.95188,9193283.0
2017-08-07 09:00:00,IDX:MEDC,504.7614,510.47568,497.14236,499.04712,8818433.0
2017-08-08 09:00:00,IDX:MEDC,499.04712,508.57092,497.14236,497.14236,14362964.0
2017-08-09 09:00:00,IDX:MEDC,499.04712,506.66616,497.14236,502.85664,18005417.0
2017-08-10 09:00:00,IDX:MEDC,506.66616,540.95184,506.66616,537.14232,164540414.00000003
2017-08-11 09:00:00,IDX:MEDC,537.14232,542.8566,518.09472,535.23756,77956277.0
2017-08-14 09:00:00,IDX:MEDC,533.3328,535.23756,523.809,533.3328,15955290.0
2017-08-15 09:00:00,IDX:MEDC,529.52328,558.09468,523.809,546.66612,78481278.0
2017-08-16 09:00:00,IDX:MEDC,548.57088,550.47564,533.3328,537.14232,28638778.0
2017-08-18 09:00:00,IDX:MEDC,537.14232,544.76136,529.52328,537.14232,16914466.0
2017-08-21 09:00:00,IDX:MEDC,539.04708,550.47564,539.04708,540.95184,29473529.0
2017-08-22 09:00:00,IDX:MEDC,540.95184,542.8566,533.3328,540.95184,16984291.0
2017-08-23 09:00:00,IDX:MEDC,542.8566,567.61848,539.04708,559.99944,98711122.00000001
2017-08-24 09:00:00,IDX:MEDC,559.99944,580.9518,559.99944,571.428,76881600.0
2017-08-25 09:00:00,IDX:MEDC,571.428,580.9518,556.18992,571.428,28258152.0
2017-08-28 09:00:00,IDX:MEDC,571.428,592.38036,565.71372,588.57084,69936368.99999999
2017-08-29 09:00:00,IDX:MEDC,588.57084,611.42796,582.85656,590.4756,89948339.00000001
2017-08-30 09:00:00,IDX:MEDC,590.4756,626.66604,590.4756,622.85652,67331841.0
2017-08-31 09:00:00,IDX:MEDC,622.85652,628.5708,603.80892,628.5708,70461369.0
2017-09-04 09:00:00,IDX:MEDC,628.5708,641.90412,617.14224,619.047,29884604.0
2017-09-05 09:00:00,IDX:MEDC,619.047,632.38032,605.71368,628.5708,38243137.99999999
2017-09-06 09:00:00,IDX:MEDC,630.47556,651.42792,626.66604,647.6184,50919800.0
2017-09-07 09:00:00,IDX:MEDC,649.52316,662.85648,645.71364,645.71364,68779267.0
2017-09-08 09:00:00,IDX:MEDC,647.6184,664.76124,643.80888,664.76124,63529263.0
2017-09-11 09:00:00,IDX:MEDC,666.666,723.8088,647.6184,693.33264,102958115.0
2017-09-12 09:00:00,IDX:MEDC,697.14216,708.57072,655.23744,655.23744,59640058.0
2017-09-13 09:00:00,IDX:MEDC,655.23744,674.28504,605.71368,613.33272,91879291.0
2017-09-14 09:00:00,IDX:MEDC,624.76128,632.38032,594.28512,598.09464,67990192.0
2017-09-15 09:00:00,IDX:MEDC,601.90416,624.76128,563.80896,575.23752,87056373.99999999
2017-09-18 09:00:00,IDX:MEDC,575.23752,582.85656,548.57088,563.80896,59349734.0
2017-09-19 09:00:00,IDX:MEDC,571.428,647.6184,567.61848,643.80888,160806871.99999997
2017-09-20 09:00:00,IDX:MEDC,647.6184,704.7612,647.6184,681.90408,238333044.0
2017-09-22 09:00:00,IDX:MEDC,689.52312,716.18976,659.04696,700.95168,163150343.00000003
2017-09-25 09:00:00,IDX:MEDC,700.95168,708.57072,670.47552,670.47552,97760478.0
2017-09-26 09:00:00,IDX:MEDC,685.7136,693.33264,639.99936,647.6184,223956429.0
2017-09-27 09:00:00,IDX:MEDC,647.6184,647.6184,586.66608,594.28512,146433408.0
2017-09-28 09:00:00,IDX:MEDC,594.28512,624.76128,567.61848,620.95176,122903410.00000001
2017-09-29 09:00:00,IDX:MEDC,624.76128,628.5708,586.66608,594.28512,87665111.0
2017-10-02 09:00:00,IDX:MEDC,594.28512,613.33272,579.04704,609.5232,73298998.0
2017-10-03 09:00:00,IDX:MEDC,617.14224,628.5708,594.28512,598.09464,126231519.0
2017-10-04 09:00:00,IDX:MEDC,601.90416,613.33272,594.28512,605.71368,51166812.0
2017-10-05 09:00:00,IDX:MEDC,605.71368,609.5232,590.4756,605.71368,64566139.0
2017-10-06 09:00:00,IDX:MEDC,609.5232,624.76128,605.71368,609.5232,70130750.0
2017-10-09 09:00:00,IDX:MEDC,609.5232,609.5232,598.09464,598.09464,43411243.0
2017-10-10 09:00:00,IDX:MEDC,598.09464,609.5232,586.66608,605.71368,55834854.99999999
2017-10-11 09:00:00,IDX:MEDC,613.33272,617.14224,598.09464,609.5232,48603761.00000001
2017-10-12 09:00:00,IDX:MEDC,613.33272,617.14224,598.09464,605.71368,81279662.0
2017-10-13 09:00:00,IDX:MEDC,609.5232,609.5232,598.09464,601.90416,36814742.0
2017-10-16 09:00:00,IDX:MEDC,598.09464,605.71368,594.28512,598.09464,38432138.0
2017-10-17 09:00:00,IDX:MEDC,598.09464,609.5232,594.28512,598.09464,46258714.00000001
2017-10-18 09:00:00,IDX:MEDC,601.90416,609.5232,586.66608,594.28512,45986370.0
2017-10-19 09:00:00,IDX:MEDC,598.09464,601.90416,586.66608,586.66608,43168955.0
2017-10-20 09:00:00,IDX:MEDC,586.66608,594.28512,571.428,579.04704,41411253.0
2017-10-23 09:00:00,IDX:MEDC,582.85656,586.66608,571.428,571.428,53720677.0
2017-10-24 09:00:00,IDX:MEDC,563.80896,579.04704,563.80896,571.428,35305366.0
2017-10-25 09:00:00,IDX:MEDC,571.428,598.09464,571.428,598.09464,59883659.0
2017-10-26 09:00:00,IDX:MEDC,575.23752,601.90416,575.23752,594.28512,37777856.0
2017-10-27 09:00:00,IDX:MEDC,601.90416,617.14224,594.28512,598.09464,67195210.0
2017-10-30 09:00:00,IDX:MEDC,609.5232,613.33272,601.90416,601.90416,45652469.0
2017-10-31 09:00:00,IDX:MEDC,605.71368,609.5232,598.09464,601.90416,28203289.0
2017-11-01 09:00:00,IDX:MEDC,601.90416,605.71368,594.28512,601.90416,40103477.00000001
2017-11-02 09:00:00,IDX:MEDC,601.90416,632.38032,594.28512,598.09464,142200198.0
2017-11-03 09:00:00,IDX:MEDC,598.09464,601.90416,579.04704,590.4756,57511707.0
2017-11-06 09:00:00,IDX:MEDC,590.4756,590.4756,567.61848,575.23752,62457211.0
2017-11-07 09:00:00,IDX:MEDC,582.85656,594.28512,579.04704,579.04704,34507626.99999999
2017-11-08 09:00:00,IDX:MEDC,582.85656,605.71368,579.04704,598.09464,64057675.0
2017-11-09 09:00:00,IDX:MEDC,598.09464,601.90416,586.66608,594.28512,37087086.0
2017-11-10 09:00:00,IDX:MEDC,594.28512,601.90416,586.66608,586.66608,31181224.0
2017-11-13 09:00:00,IDX:MEDC,590.4756,613.33272,586.66608,598.09464,40779677.00000001
2017-11-14 09:00:00,IDX:MEDC,598.09464,617.14224,598.09464,609.5232,77406470.0
2017-11-15 09:00:00,IDX:MEDC,609.5232,617.14224,605.71368,609.5232,64166350.0
2017-11-16 09:00:00,IDX:MEDC,609.5232,659.04696,609.5232,651.42792,238826545.00000003
2017-11-17 09:00:00,IDX:MEDC,651.42792,655.23744,628.5708,632.38032,81587048.99999999
2017-11-20 09:00:00,IDX:MEDC,636.18984,689.52312,632.38032,689.52312,236675616.99999997
2017-11-21 09:00:00,IDX:MEDC,693.33264,708.57072,685.7136,693.33264,118385386.0
2017-11-22 09:00:00,IDX:MEDC,697.14216,723.8088,697.14216,704.7612,163754225.0
2017-11-23 09:00:00,IDX:MEDC,708.57072,716.18976,700.95168,704.7612,69770075.0
2017-11-24 09:00:00,IDX:MEDC,708.57072,716.18976,697.14216,704.7612,35314290.0
2017-11-27 09:00:00,IDX:MEDC,704.7612,712.38024,700.95168,704.7612,73461485.0
2017-11-28 09:00:00,IDX:MEDC,704.7612,746.66592,674.28504,735.23736,195866014.00000003
2017-11-29 09:00:00,IDX:MEDC,735.23736,754.28496,719.99928,719.99928,89780601.0
2017-11-30 09:00:00,IDX:MEDC,723.8088,746.66592,712.38024,746.66592,80040398.0
2017-12-04 09:00:00,IDX:MEDC,750.47544,777.14208,742.8564,769.52304,103868859.0
2017-12-05 09:00:00,IDX:MEDC,773.33256,788.57064,761.904,780.9516,92362423.0
2017-12-06 09:00:00,IDX:MEDC,780.9516,792.38016,773.33256,777.14208,89228693.99999999
2017-12-07 09:00:00,IDX:MEDC,777.14208,784.76112,739.04688,761.904,90791621.0
2017-12-08 09:00:00,IDX:MEDC,757.6712,761.904,689.9464,719.576,97522798.0
2017-12-11 09:00:00,IDX:MEDC,719.576,728.0416,706.8776,723.8088,54569670.0
2017-12-12 09:00:00,IDX:MEDC,723.8088,728.0416,711.1104,715.3432,47252173.0
2017-12-13 09:00:00,IDX:MEDC,715.3432,753.4384,715.3432,749.2056,111208892.0
2017-12-14 09:00:00,IDX:MEDC,744.9728,749.2056,715.3432,728.0416,104342515.0
2017-12-15 09:00:00,IDX:MEDC,728.0416,740.74,715.3432,732.2744,74876086.0
2017-12-18 09:00:00,IDX:MEDC,736.5072,736.5072,715.3432,715.3432,62208584.99999999
2017-12-19 09:00:00,IDX:MEDC,715.3432,728.0416,711.1104,723.8088,76661075.0
2017-12-20 09:00:00,IDX:MEDC,732.2744,749.2056,715.3432,732.2744,111480461.99999999
2017-12-21 09:00:00,IDX:MEDC,736.5072,740.74,728.0416,728.0416,52218744.0
2017-12-22 09:00:00,IDX:MEDC,740.74,766.1368,723.8088,757.6712,143368692.0
2017-12-27 09:00:00,IDX:MEDC,766.1368,778.8352,757.6712,757.6712,81235470.0
2017-12-28 09:00:00,IDX:MEDC,761.904,770.3696,740.74,753.4384,57711680.0
2017-12-29 09:00:00,IDX:MEDC,753.4384,761.904,736.5072,753.4384,38584624.0
2018-01-02 09:00:00,IDX:MEDC,753.4384,770.3696,753.4384,757.6712,45425014.0
2018-01-03 09:00:00,IDX:MEDC,757.6712,770.3696,753.4384,753.4384,46648081.0
2018-01-04 09:00:00,IDX:MEDC,770.3696,770.3696,757.6712,757.6712,49596130.0
2018-01-05 09:00:00,IDX:MEDC,766.1368,812.6976,761.904,804.232,118722122.0
